citationVelocity,paperId,citations_count,pid,Venue Citation Count,Venue Scholarly Output,Venue Percent Cited,Venue CiteScore,Venue SNIP,Venue SJR,avg_pub,avg_hidx,avg_auth_cites,avg_high_inf_cites,max_pub,max_hidx,max_auth_cites,max_high_inf_cites,first_pub,first_hidx,first_auth_cites,first_high_inf_cites,last_pub,last_hidx,last_auth_cites,last_high_inf_cites,citation_count_per_year,inf_citation_count_per_year,Venue Rank Ratio,citationVelocity_cite,citation_count_per_year_cite,inf_citation_count_per_year_cite,fos_Psychology_Medicine_cite,fos_Psychology_cite,fos_Other_cite,cs_m1,cs_m2,cs_m3,cs_m4,cs_m5,cs_m6,cs_m7,cs_m8,cs_m9,cs_m10,cs_m11,cs_m12,cs_m13,cs_m14,cs_m15,cs_m16,cs_m17,cs_m18,cs_m19,cs_m20,cs_m21,cs_m22,cs_m23,cs_m24,cs_m25,cs_m26,cs_m27,cs_m28,cs_m29,cs_m30,cs_m31,cs_m32,cs_m33,cs_m34,fos_Physcology,fos_Business_Economics,fos_Government_Law,fos_Sociology,fos_Education_Educational_Research,fos_International_Relations,fos_Public_Administration,fos_Other,paper_age
12,a78d6e7b426c2d6760afc8709cc07d14be4f9b37,119,xljL,2088,254,78.3,8.2,4.316,7.131,66,15.5,1358.5,53.5,84,23,2434,96,48,8,283,11,84,23,2434,96,11.9,0.4,0.010458568,2.302521008,2.449734742,0.118914536,0,0.084033613,0.915966387,0.93,0.898427714,0.934262975,0.79,0.862105793,0.79,0.785080703,0.800637283,0.812,0.891045411,0.755625,0.8,0.554166667,0.5625,0.554527355,0.643802788,0.55296817,0.575082782,0.554527355,0.541509434,0.539319803,0.54009876,0.552180208,0.552932744,0.556673024,0.554199238,0.555196793,0.5775,0.554166667,0.557391762,0.599738694,0.550641026,0.554527355,0.563535912,0,0,0,0,0,0,0,1,9
0,48abd5fd4d511855debacd8df6c7eb0aa1540650,32,ZG4J,1743,276,86.2,6.3,1.627,1.91,42.33333333,12,828.6666667,46.66666667,65,16,1327,81,12,4,86,5,65,16,1327,81,5.333333333,0.166666667,0.044067797,0.9375,2.09375,0.071354167,0.15625,0.28125,0.5625,0.78000003,0.765980357,0.825394021,0.722,0.739200366,0.704,0.723511851,0.783671448,0.596,0.791853655,0.68,0.8,0.62,0.6,0.655193806,0.795727541,0.591413873,0.536790124,0.68,0.627368421,0.496132448,0.65149172,0.584877215,0.591215057,0.625032183,0.620167713,0.601124307,0.533333333,0.62,0.687083888,0.877323014,0.64,0.659802454,0.68,1,0,0,0,0,0,0,0,5
23,b3376ee9ddd252e44405b6c4fae79ab08bb22115,149,eDOg,347,69,89.9,5,3.11,2.861,72,19,1412,66,72,19,1412,66,72,19,1412,66,72,19,1412,66,13.54545455,1,0.028355388,2.369127517,2.941967615,0.174789603,0,0,1,0.28,0.271511827,0.252059281,0.34,0.332673093,0.31,0.307640963,0.286753362,0.39,0.335223997,0.354090909,0.3,0.6225,0.615,0.622789441,0.800725884,0.622639052,0.623333333,0.622789441,0.6188,0.608691829,0.612632155,0.621850644,0.62263682,0.62605818,0.622502115,0.626217264,0.610344828,0.6225,0.620950373,0.659768144,0.624782609,0.622789441,0.619980989,0,0,0,0,0,1,0,0,10
14,fd7cb81dc246a1393c945cef3db25b2f19e2851c,140,q5kg,2975,449,82,6.6,1.933,2.721,261,59,21158,1099,494,106,41457,2135,28,12,859,63,494,106,41457,2135,12.72727273,2,0.068627451,2.185714286,3.125731293,0.229988662,0.657142857,0.271428571,0.071428571,0.83,0.683188229,0.64175278,0.712,0.692205926,0.724,0.674948112,0.244917487,0.704,0.692388824,0.652941176,0.8,0.4875,0.475,0.487460711,0.466197331,0.486017894,0.427684964,0.475,0.536842105,0.485347323,0.530785079,0.483341234,0.486096667,0.499524844,0.487422076,0.498237542,0.45625,0.4875,0.489613848,0.597525642,0.4975,0.482547771,0.492857143,1,0,0,0,0,0,0,0,10
0,bdde80167f60a2cc9ad3c864a6e4220ee9ab678f,16,4J1W,1743,276,86.2,6.3,1.627,1.91,131.25,27.5,5019.75,291.5,236,53,12148,779,6,5,89,2,234,53,12148,779,4,0.25,0.044067797,0.3125,1.401041667,0.036458333,0.25,0.125,0.625,0.57,0.457998377,0.472740396,0.388,0.455275488,0.416,0.475099724,0.319998312,0.596,0.463475196,0.51,0.3,0.51,0.45,0.511617027,0.527052274,0.478983773,0.506371359,0.528571429,0.5,0.479978293,0.479877207,0.482503396,0.479035474,0.51766921,0.50996174,0.480177314,0.453448276,0.51,0.478504673,0.698147119,0.503846154,0.53764988,0.52961165,1,0,0,0,0,0,0,0,3
0,35e6561aaea639b6f78ac03ead33808c8724cc39,30,9aZ4,2228,250,80.8,8.9,3.103,7.325,126.8,28.6,6281.8,423.4,266,68,24491,1810,63,15,1105,44,266,68,24491,1810,5,0.166666667,0.04519774,0.4,1.222222222,0.061111111,0.033333333,0.3,0.666666667,0.16000003,0.163679027,0.145323249,0.414,0.5043712,0.468,0.463727672,0.272068903,0.446,0.297624544,0.466,0.3,0.525454545,0.52,0.523062428,0.568609529,0.517722376,0.365524923,0.219230769,0.551267916,0.533029194,0.55089272,0.519965638,0.517732308,0.491599529,0.525443678,0.485061614,0.551623335,0.525454545,0.525131992,0.695695915,0.522222222,0.207927037,0.446884129,0,1,0,0,0,0,0,0,5
0,8b8fd1b4c68d4d53e519046ef93fa6577b7d745f,9,3OWZ,158,70,60,2.3,1.086,1.624,31,9.5,342,21,35,10,376,22,35,10,308,22,27,9,376,20,1.5,0,0.226065969,0.888888889,1.737037037,0.12962963,0,0.333333333,0.666666667,0.67999995,0.666940611,0.758916191,0.464,0.639376656,0.464,0.531343352,0.817856552,0.454,0.664541885,0.551,0.8,0.83,0.9,0.846513921,0.994894222,0.82504772,0.898126464,0.836956522,0.815,0.602181378,0.618435431,0.82270952,0.82502064,0.853898872,0.830026246,0.849788515,0.880909091,0.83,0.821295337,0.899925356,0.83,0.845805354,0.823651079,0,0,0,0,0,0,0,1,5
0,8b96d1e2f95b8d8ed0d63948b15dcf06c722d195,19,daAm,1096,202,71.3,5.4,2.487,2.664,70,16,790,31,70,16,790,31,70,16,790,31,70,16,790,31,1.727272727,0.181818182,0.045052293,0.526315789,1.348245614,0.070175439,0.052631579,0.263157895,0.684210526,0.48999998,0.401435704,0.310094074,0.322,0.241560195,0.354,0.385380652,0.267305852,0.42,0.296461436,0.436842105,0.3,0.4375,0.35,0.439973348,0.335134827,0.373932597,0.300809717,0.531818182,0.315193133,0.476390956,0.549963743,0.373022817,0.373687641,0.370745317,0.43786618,0.323803891,0.317510549,0.4375,0.469211973,0.793683973,0.4375,0.520952273,0.350545455,0,0,0,1,0,0,0,0,10
20,35dcbfc70e1c98e3c0122c344821a6d62262ff2c,173,PN1Z,2542,368,75,6.9,2.143,1.818,53.81481481,13.03703704,1749.62963,123.2222222,244,40,7810,553,135,33,4850,326,244,33,5067,321,14.41666667,1.833333333,0.038732394,5.560693642,5.297249956,0.43945754,0.069364162,0.317919075,0.612716763,0.78999996,0.765150789,0.82670428,0.91,0.818213454,0.84,0.810301829,0.751697562,0.774,0.899788107,0.753478261,0.8,0.73,0.7,0.753619543,0.951038171,0.724852991,0.7,0.736,0.736486487,0.5771082,0.618348367,0.717346446,0.72474724,0.764571097,0.730105149,0.756832073,0.671276596,0.73,0.716046037,0.898918953,0.735483871,0.737588103,0.781006494,1,0,0,0,0,0,0,0,11
0,0150992743e24ce0736a543423bd531337da719f,2,0PNZ,966,251,74.1,3.8,1.735,1.769,1,1,2,0,1,1,2,0,1,1,2,0,1,1,2,0,0.666666667,0,0.040201005,0,0,0,0,0,1,0.29999998,0.334804083,0.301115922,0.172,0.227470163,0.218,0.273955233,0.346104063,0.3,0.229032474,0.364444444,0.3,0.525,0.505,0.525319893,0.567394643,0.522170831,0.49,0.526,0.531333333,0.513030823,0.521026238,0.522494459,0.522280127,0.520468564,0.524883634,0.517606869,0.500074627,0.525,0.520302442,0.598127834,0.524583333,0.526725949,0.530969609,0,0,0,1,0,0,0,0,2
0,ce648581aab8860746de1ae98c0af41fd0db8f84,12,d8p,2099,248,83.5,8.5,3.247,7.595,42.5,16,1723.5,98.5,72,28,3394,193,13,4,53,4,72,28,3394,193,2.4,0,0.043147208,1.416666667,1.979166667,0.104166667,0.083333333,0.25,0.666666667,0.53000003,0.511933539,0.473598138,0.504,0.383014791,0.438,0.586595018,0.367648454,0.57,0.4583607,0.52,0.4,0.166666667,0.175,0.162798488,0.004608792,0.156053499,0.157220899,0.164285714,0.169047619,0.137609567,0.137742081,0.155001897,0.156070345,0.163309424,0.166656642,0.15443895,0.18,0.166666667,0.159230769,0.199679353,0.170967742,0.161574074,0.156015038,0,1,0,0,0,0,0,0,4
0,211daf5c7a7e143510873a1153b5f2aeb60fa847,37,a8kO,3816,356,89.3,10.7,3.692,6.423,212,41.66666667,7971.666667,543.3333333,353,59,12964,817,353,59,10518,784,13,7,433,29,3.083333333,0.083333333,0.035242291,1.675675676,2.178549979,0.08951094,0.108108108,0.594594595,0.297297297,0.28,0.267917018,0.233133885,0.364,0.269815917,0.364,0.368043788,0.244917487,0.468,0.318874654,0.469,0.3,0.35,0.35,0.33723758,0.148683724,0.344249383,0.326137761,0.370454546,0.330882353,0.436545848,0.49660522,0.343822077,0.344482952,0.333480079,0.349736495,0.3250325,0.383333333,0.35,0.346666667,0.494709561,0.348,0.368156425,0.363871636,1,1,0,0,0,0,0,0,11
0,7d6053408c49fb155ef1caf51179f40b92ab685c,27,Xd8Y,2313,312,90.4,7.4,3.111,2.867,112.5,32.5,5011,437,180,50,9143,802,180,50,9143,802,45,15,879,72,3,0.111111111,0.014481094,0.555555556,1.945149912,0.091710758,0,0.074074074,0.925925926,0.79100007,0.793329795,0.857308352,0.826,0.836412732,0.804,0.800376776,0.757281171,0.818,0.865176311,0.763703704,0.8,0.67,0.65,0.672142374,0.882859731,0.667669902,0.65,0.672142374,0.670588235,0.631120545,0.644728679,0.666044083,0.667647033,0.679776125,0.670022868,0.677339951,0.65,0.67,0.673883957,0.749196825,0.670588235,0.672142374,0.666165951,0,0,0,0,0,0,1,0,8
0,bde8ca49b07312944fb60b3a151c5d160b2dcea1,46,rWbG,2063,289,83,7.1,2.91,2.647,72.25,15.5,801,26.25,132,22,1370,49,132,20,1272,41,111,22,1370,49,5.111111111,0.333333333,0.014354067,1.304347826,2.067520704,0.079554865,0.086956522,0.695652174,0.217391304,0.58000004,0.587976855,0.452647811,0.642,0.292115165,0.52,0.642008614,0.33809418,0.494,0.455461948,0.620869565,0.4,0.63,0.595,0.633602747,0.815330139,0.624959113,0.582884615,0.582857143,0.591055046,0.581357726,0.581508497,0.622818089,0.624946855,0.660187165,0.630011886,0.653261436,0.590027855,0.63,0.618465034,0.748964384,0.6288,0.582621342,0.629851485,1,0,0,0,1,0,0,0,8
0,59a3246d2f059fce81ead61ffe1319683b6f495d,6,jR09,966,251,74.1,3.8,1.735,1.769,41.66666667,11.33333333,1376.333333,93,92,26,4004,268,92,26,4004,268,1,1,6,0,1.5,0,0.040201005,0,1.069444444,0.055555556,0,0,1,0.77,0.766829639,0.83227579,0.85,0.870996771,0.828,0.843199976,0.831652374,0.794,0.858175898,0.8155,0.8,0.675,0.675,0.677564933,0.890042351,0.67400194,0.7,0.67631579,0.623529412,0.645570745,0.658639676,0.674601034,0.673958661,0.666916098,0.675042097,0.665637316,0.675,0.675,0.6804026,0.749651061,0.674074074,0.690279006,0.686072423,0,0,0,0,0,0,0,1,3
0,7cf99001a4309537df8ff68bd0bce3a2710a5e7e,45,Rejv,3225,192,89.1,16.8,4.986,5.309,35,11.5,728,48.5,35,13,939,72,35,10,517,25,35,13,939,72,3.75,0.166666667,0.005649718,0.644444444,1.451560847,0.073156966,0.044444444,0.311111111,0.644444444,0.67,0.732518116,0.809585693,0.85,0.843634885,0.83,0.768980935,0.744584783,0.728,0.84610128,0.750909091,0.8,0.566,0.56,0.568135722,0.6735828,0.554793117,0.475246286,0.529375,0.550571429,0.512000753,0.5470456,0.552024133,0.554643795,0.580182232,0.566165139,0.566030915,0.560247934,0.566,0.533015873,0.69896731,0.570689655,0.521256545,0.571647727,0,1,0,0,0,0,0,0,11
0,1ed32195684f0f3f869200a08aaef16ad0befa0f,3,G4mp,158,70,60,2.3,1.086,1.624,73.5,12,474.5,9,98,14,620,10,98,14,620,8,49,10,329,10,0.75,0,0.226065969,0,1.277777778,0,0,0,1,0.79,0.820202815,0.902785836,0.838,0.921372114,0.814,0.804680701,0.844816812,0.828,0.892409472,0.775,0.8,0.795,0.8,0.802672054,0.986823017,0.793836867,0.755941115,0.778823529,0.806857143,0.655602434,0.698600304,0.793861578,0.793748244,0.798330408,0.795087345,0.796928176,0.81220339,0.795,0.79272453,0.879689983,0.8024,0.788839059,0.767518797,0,0,0,0,0,0,0,1,3
0,418a03bd452c305be61cc45a0a1fbfe831508bab,40,qQwg,1608,379,72.8,4.2,2.066,2.289,56.66666667,13.33333333,758.3333333,51.33333333,107,24,1700,118,33,10,293,15,107,24,1700,118,4.444444444,0.555555556,0.076923077,2.1,2.385545635,0.13610119,0,0,1,0.5231696,0.551667932,0.450794927,0.61,0.413846475,0.61,0.623049563,0.377867999,0.618,0.46259149,0.681875,0.4,0.678333333,0.7,0.679281886,0.894674682,0.677481738,0.7,0.679281886,0.668360129,0.659284289,0.659132534,0.676583628,0.677494607,0.681084161,0.678321854,0.680531486,0.694439919,0.678333333,0.684212441,0.699956678,0.674722222,0.679281886,0.686846361,0,0,0,0,0,0,0,1,8
0,55c8766f8604204225bf1adf9f25ef2030912af3,1,QRgq,898,185,75.1,4.9,1.765,1.579,15.5,5,154,8.5,24,8,292,17,24,8,292,17,7,2,16,0,0.333333333,0,0.18972332,0,0,0,0,1,0,0.41000003,0.41000003,0.372988159,0.53,0.543602078,0.53,0.510582684,0.346104063,0.482,0.517237305,0.60625,0.3,0.581666667,0.575,0.584901653,0.711553348,0.580949125,0.6437645,0.599117647,0.591875,0.532227125,0.558275235,0.578118642,0.580906692,0.608443006,0.581710142,0.606781151,0.554065041,0.581666667,0.592181453,0.737660282,0.585625,0.594116737,0.576265356,1,0,0,0,0,0,0,0,2
0,a890cb18a75a2678270243c0571c861d284e3332,14,p8L8,1096,202,71.3,5.4,2.487,2.664,82,6,131,6,82,6,131,6,82,6,131,6,82,6,131,6,2.333333333,0.166666667,0.045052293,0.428571429,1.125,0.083333333,0.071428571,0.071428571,0.857142857,0.50999993,0.42372628,0.324269331,0.408,0.312786085,0.45,0.487524736,0.404440394,0.59,0.303679845,0.553,0.4,0.7375,0.75,0.738035646,0.956955253,0.737021141,0.725245098,0.74,0.75,0.710857997,0.711023827,0.736047096,0.73703945,0.743778081,0.737482144,0.74353873,0.75,0.7375,0.735574541,0.750045122,0.738,0.738272634,0.733433735,0,0,0,1,0,0,0,0,5
0,6a0e51cd4011c5ff8baa0b5a505df00c98ad8601,64,xDlW,9093,718,90.3,12.7,4.28,3.047,112.6666667,26,2733,153.3333333,171,36,4431,250,44,11,396,16,171,36,4431,250,5.333333333,0,0.027149321,3.96875,3.94007091,0.251807134,0,0.25,0.75,0.36,0.348891311,0.237791888,0.316,0.207467084,0.348,0.399792628,0.234777882,0.41,0.245182,0.451724138,0.3,0.475,0.45,0.474937186,0.432605357,0.461730643,0.403221957,0.555555556,0.58317757,0.48496516,0.484918844,0.463963509,0.461689933,0.435760154,0.475047143,0.427076824,0.422727273,0.475,0.459396118,0.648322538,0.482,0.531397367,0.554938272,0,0,0,0,0,0,0,1,11
12,7b294a7cac55e8b7ff1ec53862ef9785763d1fa8,101,XRZY,1560,171,99.4,9.1,4.542,10.788,33.5,9.5,700.5,45,38,10,713,53,29,10,688,53,38,9,713,37,12.625,1.375,0.004385965,1.079207921,2.050703285,0.155115512,0,0,1,0.662381,0.580963446,0.54904802,0.382,0.444700678,0.414,0.47670684,0.516591889,0.678,0.386104658,0.537083333,0.4,0.68,0.66,0.685625354,0.896944137,0.676113427,0.797142857,0.67,0.688717949,0.620817812,0.6206196,0.6739192,0.676015153,0.671187099,0.68010286,0.666648269,0.642545455,0.68,0.670685041,0.799361437,0.69125,0.67,0.675445026,0,1,0,0,0,0,0,0,7
0,3bc9edb1ebc198532a8aef20d8be01e0ea58feb3,42,RGRV,3816,356,89.3,10.7,3.692,6.423,44,19,3449,270.5,77,34,6726,530,11,4,172,11,77,34,6726,530,3.818181818,0.363636364,0.035242291,0.904761905,1.491307634,0.079459562,0.023809524,0.452380952,0.523809524,0.3,0.270811459,0.23577357,0.386,0.288707516,0.386,0.232772582,0.244917487,0.386,0.301061816,0.386,0.3,0.425,0.4,0.424639754,0.304383891,0.423320972,0.439453125,0.41875,0.4125,0.432840262,0.433020435,0.42486587,0.423300512,0.411176144,0.425019843,0.40990679,0.407894737,0.425,0.425694565,0.49864329,0.425714286,0.430604138,0.441539924,1,1,0,0,0,0,0,0,10
8,705a6a6b41b7d185410934b25fa291d5696d3280,90,Kx7W,5593,618,84,9.1,2.617,3.303,87.2,26,3729.6,203.2,246,51,9604,552,71,20,1114,55,246,51,9604,552,9,0.1,0.039215686,2.102272727,2.85457702,0.140485209,0.454545455,0.261363636,0.284090909,0.39999998,0.497361648,0.449989088,0.438,0.280990903,0.438,0.422483762,0.35065116,0.346,0.404837441,0.466666667,0.4,0.291666667,0.3,0.285136401,0.069162019,0.287675162,0.327750611,0.306944444,0.306666667,0.326482083,0.358135217,0.287390332,0.287884803,0.301822439,0.291466132,0.299351083,0.316666667,0.291666667,0.295097986,0.395192744,0.3,0.303898949,0.303284182,1,0,0,0,0,0,0,0,9
0,aec3d65ebc48e73261e46cebe6dd361111af3575,21,dYb8,2313,312,90.4,7.4,3.111,2.867,33.5,7.5,519.5,31,56,13,987,59,11,2,52,3,56,13,987,59,2.333333333,0.111111111,0.014481094,0.761904762,1.621882086,0.152116402,0,0.095238095,0.904761905,0.33,0.249625976,0.228039917,0.164,0.1939161,0.204,0.306205286,0.250534941,0.292,0.207328775,0.342,0.3,0.54,0.55,0.540666635,0.60713508,0.533409594,0.61,0.545833333,0.527083333,0.498525035,0.507949202,0.531814876,0.533374725,0.558752389,0.540035901,0.552765683,0.567943925,0.54,0.557429145,0.609266563,0.54,0.5536946,0.552733645,0,0,0,0,0,0,1,0,8
10,21994836e212308770c6ecfe069fa2a62e7d6e55,43,epZ9,4975,355,89.9,14,4.752,11.19,54.5,10,1202.5,98.5,71,14,2226,188,71,14,2226,188,38,6,179,9,6.142857143,0.285714286,0.004524887,1.456521739,2.201005291,0.119920635,0,0.02173913,0.97826087,0.18999998,0.234398524,0.210104332,0.25,0.33144929,0.3,0.434204953,0.272068903,0.464,0.27618468,0.498333333,0.3,0.675,0.675,0.677564933,0.890042351,0.675694119,0.601941748,0.677564933,0.713461538,0.643697769,0.664894279,0.673105458,0.675611597,0.667892755,0.675081544,0.668181449,0.675,0.675,0.669109462,0.749605399,0.680434783,0.677564933,0.659572785,0,1,0,0,0,0,0,0,5
6,064ca4dc62332de00320f10b8abdb410c6de00e6,52,R0ak,1439,294,78.9,4.9,2.646,3.031,15,7,196,11,15,7,196,11,15,7,196,11,15,7,196,11,5.777777778,0.333333333,0.060337892,0.826923077,1.541575092,0.067284799,0,0.038461538,0.961538462,0.76,0.534513242,0.508224406,0.716,0.607138104,0.642,0.742441443,0.400957449,0.67,0.599729157,0.69,0.4,0.635,0.64,0.636897648,0.824734838,0.632577411,0.664386617,0.636897648,0.636170213,0.622809063,0.634478217,0.631752102,0.632541301,0.628641716,0.635036471,0.626260563,0.653548387,0.635,0.631861216,0.699462417,0.633333333,0.636897648,0.620169851,0,0,0,0,0,1,0,0,8
0,37c17341a9a45ad4dd73005e13c3a4b37eea0d76,9,4qa8,1439,294,78.9,4.9,2.646,3.031,61.66666667,15.33333333,1159.666667,107,116,21,2161,265,55,18,2161,265,116,21,1221,52,1.5,0.166666667,0.060337892,0,0.805820106,0.018518519,0,0,1,0.46800002,0.456206607,0.424861067,0.36,0.400358581,0.386,0.473489205,0.428036412,0.548,0.336724563,0.543846154,0.4,0.712,0.7,0.712656358,0.934593035,0.711964174,0.7,0.735384615,0.692727273,0.697927442,0.700700602,0.711766762,0.711949173,0.711627165,0.71201416,0.711700937,0.700689655,0.712,0.713838484,0.74984572,0.710625,0.738408096,0.725833333,0,0,0,0,0,1,0,0,5
0,1148c277f9b28ffc8f39050c3f44ba62836fe6de,28,4Vxe,1560,171,99.4,9.1,4.542,10.788,34,14,906,46,34,14,906,46,34,14,906,46,34,14,906,46,2.8,0.5,0.004385965,1.607142857,2.8380218,0.221839569,0,0.178571429,0.821428571,0.54,0.547409563,0.50766948,0.288,0.461212704,0.372,0.5644014,0.393526245,0.634,0.413714776,0.55,0.3,0.485,0.495,0.484156591,0.459455374,0.470661185,0.599574468,0.484156591,0.479016393,0.447185529,0.448079671,0.468107636,0.470747568,0.505248023,0.484930535,0.491219195,0.515192308,0.485,0.471297815,0.598650761,0.485,0.484156591,0.464591549,0,1,0,0,0,0,0,0,8
0,22fb769026437d891c35e2af2b68a2102682bdb4,20,ze1L,3225,192,89.1,16.8,4.986,5.309,46.66666667,14.66666667,1106,70,85,23,2055,127,85,23,2055,127,43,15,1132,78,1.666666667,0,0.005649718,0,0.954801587,0.077261905,0,0.4,0.6,0.55,0.458000907,0.426704378,0.268,0.193694314,0.224,0.465712016,0.238003602,0.524,0.362923629,0.418666667,0.3,0.604,0.6,0.604691088,0.76225287,0.603432356,0.59970617,0.5955,0.5925,0.599978639,0.601056947,0.60415192,0.603449315,0.587944299,0.603982544,0.587136494,0.592982456,0.604,0.610724118,0.668467117,0.601724138,0.596500123,0.5875,0,1,0,0,0,0,0,0,11
10,d4dbe7d5643f4d2d0fffa656bbca332aeaa4a2bd,90,P54Y,10225,1076,88.4,9.5,2.166,2.903,272.3333333,60.33333333,16841.66667,932.3333333,344,85,29887,1603,175,31,4512,227,344,85,29887,1603,7.5,0.583333333,0.044052863,1.310344828,2.017014148,0.135878489,0.229885057,0.344827586,0.425287356,0.58,0.512416716,0.545146543,0.356,0.455589801,0.486,0.530625304,0.430795124,0.56,0.468230135,0.557878788,0.5,0.7225,0.725,0.736134822,0.944579991,0.716008474,0.612413793,0.808695652,0.657619048,0.51447766,0.51770318,0.715946833,0.715933419,0.75800356,0.722574745,0.753429442,0.736690648,0.7225,0.712118409,0.848462269,0.726086957,0.809882829,0.754640288,1,0,0,0,0,0,0,0,11
14,ee0b772fd10b5d4f4deb93f50f2271788d83b24b,73,8rv5,4975,355,89.9,14,4.752,11.19,72.25,29.75,6134.75,348.5,137,47,13119,738,19,9,335,14,137,47,13119,738,10.42857143,0.571428571,0.004524887,1.95890411,2.356327462,0.180234834,0.082191781,0.452054795,0.465753425,0.44,0.441242034,0.419384102,0.518,0.441743595,0.518,0.61732294,0.355063396,0.448,0.445688938,0.558823529,0.4,0.7075,0.685,0.711209982,0.929964895,0.704755664,0.66,0.685217391,0.68525,0.649748305,0.655666467,0.705996116,0.704788125,0.745862786,0.707466827,0.741654767,0.676839378,0.7075,0.698823065,0.799092917,0.709259259,0.684644436,0.707412791,0,1,0,0,0,0,0,0,6
0,19ff640e9ca6f707483c41ad30f301bb519d23fd,34,BRAd,5608,938,80.4,6,1.819,2.33,64.33333333,15,1272,86,142,32,3222,216,32,10,540,40,142,32,3222,216,4.25,0.25,0.011312217,0.558823529,1.530357143,0.143487395,0.323529412,0.323529412,0.352941176,0.7333199,0.54569016,0.508880734,0.504,0.367267722,0.504,0.621132722,0.363754498,0.616,0.461460371,0.572380952,0.4,0.67,0.7,0.682856932,0.882859731,0.664693276,0.624659533,0.685,0.633333333,0.531376219,0.624368902,0.659623083,0.664627223,0.702152031,0.670067564,0.696609756,0.697058823,0.67,0.669626168,0.849380604,0.687037037,0.711643836,0.669221106,1,0,0,0,0,0,0,0,7
0,ff729eb92aa3076945593804a5a87764d21de361,22,dLke,1458,325,75.7,4.5,1.916,1.671,128,24.6,3144,173.4,274,53,9528,510,48,15,839,34,94,25,2608,157,2,0.181818182,0.030150754,3.590909091,3.639285714,0.210660173,0.181818182,0.772727273,0.045454545,0.32999998,0.312436338,0.233447378,0.174,0.10907917,0.174,0.19519699,0.267305852,0.236,0.159019367,0.309,0.3,0.503333333,0.52,0.503294546,0.509022769,0.500371542,0.434712154,0.503294546,0.507386364,0.479209813,0.483951618,0.49817445,0.500373246,0.510462947,0.503329447,0.507486386,0.523820598,0.503333333,0.498271877,0.597177605,0.502105263,0.503294546,0.505713108,0,0,0,1,0,0,0,0,10
8,4647b62b293a0ff3bdb881765423671a91c19961,75,xYDP,898,185,75.1,4.9,1.765,1.579,105,24.5,2410,170.5,153,36,4078,286,57,13,742,55,153,36,4078,286,8.333333333,0.888888889,0.18972332,0.906666667,2.012306878,0.167037037,0.346666667,0.493333333,0.16,0.82,0.819451796,0.843876481,0.854,0.835847274,0.854,0.813627739,0.784680238,0.766,0.853716978,0.745,0.8,0.521666667,0.565,0.521796348,0.558469197,0.4824823,0.394845499,0.536470588,0.5155,0.452543451,0.480944203,0.482669417,0.482644,0.50560503,0.521526838,0.474959999,0.572697368,0.521666667,0.534754516,0.69230885,0.523783784,0.571202548,0.532429806,1,0,0,0,0,0,0,0,8
16,a5a02c516bc3e6876669d87ab122794e7f01452f,49,rD1G,7547,746,90.6,10.1,5.022,13.773,73.25,21,3643.25,286.75,215,50,12556,972,28,14,839,99,34,14,791,66,12.25,0.5,0.020408163,0.326530612,1.221768707,0.070068027,0,0.285714286,0.714285714,0.8259386,0.824459944,0.89941665,0.826,0.903612532,0.752,0.783410514,0.891418204,0.794,0.885896622,0.773684211,0.8,0.69,0.7,0.692919808,0.909910596,0.687336931,0.7,0.654545455,0.656382979,0.636805244,0.636648534,0.686824916,0.687274285,0.713851747,0.690060934,0.711436447,0.711538462,0.69,0.695275217,0.74969699,0.69,0.655632379,0.714573643,0,1,0,0,0,0,0,0,3
26,f662b2ff23d0acede38e772e21817a6eb4ac8c09,141,LrvB,1226,187,74.3,6.6,3.615,3.678,106.6666667,21.66666667,2483,229.3333333,223,42,6152,586,223,42,6152,586,65,14,864,68,23.5,0.833333333,0.016746411,1.097222222,1.815277778,0.175694444,0.013888889,0.423611111,0.5625,0.44600004,0.449286336,0.319036547,0.272,0.256497242,0.336,0.36939859,0.2685442,0.488,0.259463392,0.48,0.3,0.645,0.64,0.646342352,0.842731025,0.645791592,0.6,0.691428571,0.622222222,0.60567991,0.606095605,0.643976335,0.645804001,0.650836128,0.64498704,0.651726033,0.626666667,0.645,0.644712309,0.699721496,0.646666667,0.693677365,0.671901235,0,0,0,0,0,0,0,1,5
14,80f7ef2fd839c6a4420d457af731443d21d8ead3,87,x50O,1744,263,77.2,6.6,2.236,5.557,89.66666667,22.66666667,3645,228.6666667,129,24,4191,281,129,24,4191,275,44,21,2690,130,17.4,2,0.070707071,1.67816092,2.347263273,0.157963875,0,0.022988506,0.977011494,0.55999994,0.557167174,0.519046781,0.656,0.479202284,0.536,0.643148938,0.367648454,0.584,0.564275405,0.588695652,0.4,0.696,0.7,0.696589809,0.917160209,0.695673469,0.657017544,0.715,0.6996,0.674616202,0.676421082,0.695589873,0.695671156,0.701322903,0.69600242,0.701164802,0.705274725,0.696,0.691612126,0.729787703,0.696,0.717440298,0.695248042,0,1,0,0,0,0,0,0,4
